source,title,company,location,stipend,duration,mode,internship_type,branch_required,cgpa_required,gender,eligibility_raw,skills,deadline,applicants,apply_link
Internshala,Artificial Intelligence (AI) - Internship,VIZON,Work from Home,"₹ 13,000 - 21,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 8th Apr'26 and 29th May'26 3. are available for duration of 3 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 7 days agoJob offer upto₹ 17LPApost internship, Skill(s) required, Artificial intelligence, C++ Programming",N/A,N/A,https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-vizon1775607953
Internshala,Social Media Marketing - Internship,VIZON,Work from Home,"₹ 12,000 - 20,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 8th Apr'26 and 29th May'26 3. are available for duration of 3 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 7 days agoJob offer upto₹ 14LPApost internship, Skill(s) required, Adobe Creative Suite, Canva",N/A,N/A,https://internshala.com/internship/detail/work-from-home-social-media-marketing-internship-at-vizon1775607904
Internshala,Guest Relations Executive - Internship,Bikanervala Foods Private Limited,Work from Home,"₹ 16,500 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 6th Apr'26 and 11th May'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 7 days agoJob offer starting₹ 2.9LPApost internship, Skill(s) required, Management, Earn certifications in these skillsLearn Business Communication",N/A,N/A,https://internshala.com/internship/detail/guest-relations-executive-internship-in-delhi-at-bikanervala-foods-private-limited1775592967
Internshala,Customer Service/Customer Support - Internship,Arihant Publications,Work from Home,"₹ 12,000 - 15,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 7th Apr'26 and 12th May'26 3. are available for duration of 3 months 4. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoJob offer upto₹ 2.4LPApost internship, Skill(s) required, Client Interaction, Client Relationship",N/A,N/A,https://internshala.com/internship/detail/customer-service-customer-support-internship-in-noida-at-arihant-publications1775553927
Internshala,Sales - Internship,NoBroker Technologies Solutions Private Limited,Work from Home,"₹ 11,000 - 20,001 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 6th Apr'26 and 11th May'26 3. are available for duration of 6 months 4. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoJob offer upto₹ 5LPApost internship, Skill(s) required, Effective Communication, Problem Solving",N/A,N/A,https://internshala.com/internship/detail/sales-internship-in-multiple-locations-at-nobroker-technologies-solutions-private-limited1775552037
Internshala,Human Resources (HR) - Internship,Zucol Services Private Limited,Work from Home,"₹ 5,500 - 9,500 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 7th Apr'26 and 12th May'26 3. are available for duration of 3 months 4. are from Jaipur only 5. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, English Proficiency (Spoken), Recruitment",N/A,N/A,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-zucol-services-private-limited1775542027
Internshala,Community Marketing - Internship,CareerNet Technologies Private Limited,Work from Home,"₹ 15,000 - 20,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 6th Apr'26 and 11th May'26 3. are available for duration of 3 months 4. are from Bangalore only 5. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, Community Management, Effective Communication",N/A,N/A,https://internshala.com/internship/detail/community-marketing-internship-in-bangalore-at-careernet-technologies-private-limited1775544132
Internshala,Digital Marketing - Internship,SysTools Software Private Limited,Work from Home,"₹ 10,000 - 15,000 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 4th Apr'26 and 9th May'26 3. are available for duration of 6 months 4. are from Delhi only 5. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, Creative Writing, Digital Marketing",N/A,N/A,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-systools-software-private-limited1775539775
Internshala,Digital Marketing - Internship,Shunya Digital,Work from Home,"₹ 3,100 - 7,000 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 7th Apr'26 and 12th May'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, Creative Writing, Digital Marketing",N/A,N/A,https://internshala.com/internship/detail/work-from-home-digital-marketing-internship-at-shunya-digital1775505588
Internshala,Graphic Design - Internship,Shunya Digital,Work from Home,"₹ 4,100 - 12,000 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 7th Apr'26 and 12th May'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, Adobe Creative Suite, Adobe Illustrator",N/A,N/A,https://internshala.com/internship/detail/work-from-home-graphic-design-internship-at-shunya-digital1775505173
Internshala,Business Development - Internship,NoBroker Technologies Solutions Private Limited,Work from Home,"₹ 24,000 /month",2 Months,Work From Home,Part Time,Not mentioned,Not mentioned,All,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 3rd Apr'26 and 8th May'26 3. are available for duration of 2 months 4. are from Bangalore only 5. have relevant skills and interests,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, MS-Excel, Earn certifications in these skillsLearn MS-ExcelLearn Business CommunicationLearn Business AnalyticsLearn Digital Marketing",N/A,N/A,https://internshala.com/internship/detail/business-development-internship-in-bangalore-at-nobroker-technologies-solutions-private-limited1775493992
Internshala,Videographer & Video Editor - Internship,Tanya Uttrani,Work from Home,"₹ 20,000 - 25,000 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for the part time job/internship 2. can start the part time job/internship between 3rd Apr'26 and 8th May'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternshipPart time, Skill(s) required, Video Editing, Videography",N/A,N/A,https://internshala.com/internship/detail/part-time-videographer-video-editor-internship-in-bangalore-at-tanya-uttrani1775472228
Internshala,Business Development (Sales) - Internship,Shunya Digital,Work from Home,"₹ 3,100 - 5,001 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 6th Apr'26 and 11th May'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, Client Relationship Management (CRM), Effective Communication",N/A,N/A,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-shunya-digital1775469090
Internshala,Digital Marketing - Internship,CK Birla Healthcare Private Limited,Work from Home,"₹ 18,000 - 18,001 /month",6 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 6th Apr'26 and 11th May'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted 1 week agoInternship, Skill(s) required, Digital Marketing, Facebook Marketing",N/A,N/A,https://internshala.com/internship/detail/digital-marketing-internship-in-gurgaon-at-ck-birla-healthcare-private-limited1775461085
